date,close
10-09-15,43.29
11-09-15,43.48
14-09-15,43.04
15-09-15,43.98
16-09-15,44.3
17-09-15,44.25
18-09-15,43.48
21-09-15,44.11
22-09-15,43.9
23-09-15,43.87
24-09-15,43.91
25-09-15,43.94
28-09-15,43.29
29-09-15,43.44
30-09-15,44.2
01-10-15,44.61
02-10-15,45.57
05-10-15,46.63
06-10-15,46.75
07-10-15,46.8
08-10-15,47.45
09-10-15,47.11
12-10-15,47
13-10-15,46.89
14-10-15,46.68
15-10-15,47.01
16-10-15,47.51
19-10-15,47.62
20-10-15,47.77
21-10-15,47.2
22-10-15,48.03
23-10-15,52.87
26-10-15,54.25
27-10-15,53.69
28-10-15,53.98
29-10-15,53.36
30-10-15,52.64
02-11-15,53.24
03-11-15,54.15
04-11-15,54.4
05-11-15,54.38
06-11-15,54.92
09-11-15,54.16
10-11-15,53.51
11-11-15,53.65
12-11-15,53.32
13-11-15,52.84
16-11-15,53.765
17-11-15,52.97
18-11-15,53.85
19-11-15,53.94
20-11-15,54.19
23-11-15,54.19
24-11-15,54.25
25-11-15,53.69
27-11-15,53.93
30-11-15,54.35
01-12-15,55.22
02-12-15,55.21
03-12-15,54.2
04-12-15,55.91
07-12-15,55.81
08-12-15,55.79
09-12-15,54.98
10-12-15,55.27
11-12-15,54.06
14-12-15,55.14
15-12-15,55.2
16-12-15,56.13
17-12-15,55.7
18-12-15,54.13
21-12-15,54.83
22-12-15,55.35
23-12-15,55.82
24-12-15,55.67
28-12-15,55.95
29-12-15,56.55
30-12-15,56.31
31-12-15,55.48
04-01-16,54.8
05-01-16,55.05
06-01-16,54.05
07-01-16,52.17
08-01-16,52.33
11-01-16,52.3
12-01-16,52.78
13-01-16,51.64
14-01-16,53.11
15-01-16,50.99
19-01-16,50.56
20-01-16,50.79
21-01-16,50.48
22-01-16,52.29
25-01-16,51.79
26-01-16,52.17
27-01-16,51.22
28-01-16,52.055
29-01-16,55.09
01-02-16,54.71
02-02-16,53
03-02-16,52.16
04-02-16,52
05-02-16,50.16
08-02-16,49.41
09-02-16,49.28
10-02-16,49.71
11-02-16,49.69
12-02-16,50.5
16-02-16,51.09
17-02-16,52.42
18-02-16,52.19
19-02-16,51.82
22-02-16,52.65
23-02-16,51.18
24-02-16,51.36
25-02-16,52.1
26-02-16,51.3
29-02-16,50.88
01-03-16,52.58
02-03-16,52.95
03-03-16,52.35
04-03-16,52.03
07-03-16,51.03
08-03-16,51.65
09-03-16,52.84
10-03-16,52.05
11-03-16,53.07
14-03-16,53.17
15-03-16,53.59
16-03-16,54.35
17-03-16,54.66
18-03-16,53.49
21-03-16,53.86
22-03-16,54.07
23-03-16,53.97
24-03-16,54.21
28-03-16,53.54
29-03-16,54.71
30-03-16,55.05
31-03-16,55.23
01-04-16,55.57
04-04-16,55.43
05-04-16,54.56
06-04-16,55.12
07-04-16,54.46
08-04-16,54.42
11-04-16,54.31
12-04-16,54.65
13-04-16,55.35
14-04-16,55.36
15-04-16,55.65
18-04-16,56.46
19-04-16,56.39
20-04-16,55.59
21-04-16,55.78
22-04-16,51.78
25-04-16,52.11
26-04-16,51.44
27-04-16,50.94
28-04-16,49.9
29-04-16,49.87
02-05-16,50.61
03-05-16,49.78
04-05-16,49.87
05-05-16,49.94
06-05-16,50.39
09-05-16,50.07
10-05-16,51.02
11-05-16,51.05
12-05-16,51.51
13-05-16,51.08
16-05-16,51.83
17-05-16,50.51
18-05-16,50.81
19-05-16,50.32
20-05-16,50.62
23-05-16,50.03
24-05-16,51.59
25-05-16,52.12
26-05-16,51.89
27-05-16,52.32
31-05-16,53
01-06-16,52.85
02-06-16,52.48
03-06-16,51.79
06-06-16,52.13
07-06-16,52.1
08-06-16,52.04
09-06-16,51.62
10-06-16,51.48
13-06-16,50.14
14-06-16,49.83
15-06-16,49.69
16-06-16,50.39
17-06-16,50.13
20-06-16,50.07
21-06-16,51.19
22-06-16,50.99
23-06-16,51.91
24-06-16,49.83
27-06-16,48.43
28-06-16,49.44
29-06-16,50.54
30-06-16,51.17
01-07-16,51.16
05-07-16,51.17
06-07-16,51.38
07-07-16,51.38
08-07-16,52.3
11-07-16,52.59
12-07-16,53.21
13-07-16,53.51
14-07-16,53.74
15-07-16,53.7
18-07-16,53.96
19-07-16,53.09
20-07-16,55.91
21-07-16,55.8
22-07-16,56.57
25-07-16,56.73
26-07-16,56.76
27-07-16,56.19
28-07-16,56.21
29-07-16,56.68
01-08-16,56.58
02-08-16,56.58
03-08-16,56.97
04-08-16,57.39
05-08-16,57.96
08-08-16,58.06
09-08-16,58.2
10-08-16,58.02
11-08-16,58.3
12-08-16,57.94
15-08-16,58.12
16-08-16,57.44
17-08-16,57.56
18-08-16,57.6
19-08-16,57.62
22-08-16,57.67
23-08-16,57.89
24-08-16,57.95
25-08-16,58.17
26-08-16,58.03
29-08-16,58.1
30-08-16,57.89
31-08-16,57.46
01-09-16,57.59
02-09-16,57.67
06-09-16,57.61
07-09-16,57.66
08-09-16,57.43
09-09-16,56.21
12-09-16,57.05
13-09-16,56.53
14-09-16,56.26
15-09-16,57.19
16-09-16,57.25
19-09-16,56.93
20-09-16,56.81
21-09-16,57.76
22-09-16,57.82
23-09-16,57.43
26-09-16,56.9
27-09-16,57.95
28-09-16,58.03
29-09-16,57.4
30-09-16,57.6
03-10-16,57.42
04-10-16,57.24
05-10-16,57.64
06-10-16,57.74
07-10-16,57.8
10-10-16,58.04
11-10-16,57.19
12-10-16,57.11
13-10-16,56.92
14-10-16,57.42
17-10-16,57.22
18-10-16,57.66
19-10-16,57.53
20-10-16,57.25
21-10-16,59.66
24-10-16,61
25-10-16,60.99
26-10-16,60.63
27-10-16,60.1
28-10-16,59.87
31-10-16,59.92
01-11-16,59.8
02-11-16,59.43
03-11-16,59.21
04-11-16,58.71
07-11-16,60.42
08-11-16,60.47
09-11-16,60.17
10-11-16,58.7
11-11-16,59.02
14-11-16,58.12
15-11-16,58.87
16-11-16,59.65
17-11-16,60.64
18-11-16,60.35
21-11-16,60.86
22-11-16,61.12
23-11-16,60.4
25-11-16,60.53
28-11-16,60.61
29-11-16,61.09
30-11-16,60.26
01-12-16,59.2
02-12-16,59.25
05-12-16,60.22
06-12-16,59.95
07-12-16,61.37
08-12-16,61.01
09-12-16,61.97
12-12-16,62.17
13-12-16,62.98
14-12-16,62.68
15-12-16,62.58
16-12-16,62.3
19-12-16,63.62
20-12-16,63.54
21-12-16,63.54
22-12-16,63.55
23-12-16,63.24
27-12-16,63.28
28-12-16,62.99
29-12-16,62.9
30-12-16,62.14
03-01-17,62.58
04-01-17,62.3
05-01-17,62.3
06-01-17,62.84
09-01-17,62.64
10-01-17,62.62
11-01-17,63.19
12-01-17,62.61
13-01-17,62.7
17-01-17,62.53
18-01-17,62.5
19-01-17,62.3
20-01-17,62.74
23-01-17,62.96
24-01-17,63.52
25-01-17,63.68
26-01-17,64.27
27-01-17,65.78
30-01-17,65.13
31-01-17,64.65
01-02-17,63.58
02-02-17,63.17
03-02-17,63.68
06-02-17,63.64
07-02-17,63.43
08-02-17,63.34
09-02-17,64.06
10-02-17,64
13-02-17,64.72
14-02-17,64.57
15-02-17,64.53
16-02-17,64.52
17-02-17,64.62
21-02-17,64.49
22-02-17,64.36
23-02-17,64.62
24-02-17,64.62
27-02-17,64.23
28-02-17,63.98
01-03-17,64.94
02-03-17,64.01
03-03-17,64.25
06-03-17,64.27
07-03-17,64.4
08-03-17,64.99
09-03-17,64.73
10-03-17,64.93
13-03-17,64.71
14-03-17,64.41
15-03-17,64.75
16-03-17,64.64
17-03-17,64.87
20-03-17,64.93
21-03-17,64.21
22-03-17,65.03
23-03-17,64.87
24-03-17,64.98
27-03-17,65.1
28-03-17,65.29
29-03-17,65.47
30-03-17,65.71
31-03-17,65.86
03-04-17,65.55
04-04-17,65.73
05-04-17,65.56
06-04-17,65.73
07-04-17,65.68
10-04-17,65.53
11-04-17,65.48
12-04-17,65.23
13-04-17,64.95
17-04-17,65.48
18-04-17,65.39
19-04-17,65.04
20-04-17,65.5
21-04-17,66.4
24-04-17,67.53
25-04-17,67.92
26-04-17,67.83
27-04-17,68.27
28-04-17,68.46
01-05-17,69.41
02-05-17,69.3
03-05-17,69.08
04-05-17,68.81
05-05-17,69
08-05-17,68.94
09-05-17,69.04
10-05-17,69.31
11-05-17,68.46
12-05-17,68.38
15-05-17,68.43
16-05-17,69.41
17-05-17,67.48
18-05-17,67.71
19-05-17,67.69
22-05-17,68.45
23-05-17,68.68
24-05-17,68.77
25-05-17,69.62
26-05-17,69.96
30-05-17,70.41
31-05-17,69.84
01-06-17,70.1
02-06-17,71.76
05-06-17,72.28
06-06-17,72.52
07-06-17,72.39
08-06-17,71.95
09-06-17,70.32
12-06-17,69.78
13-06-17,70.65
14-06-17,70.27
15-06-17,69.9
16-06-17,70
19-06-17,70.87
20-06-17,69.91
21-06-17,70.27
22-06-17,70.26
23-06-17,71.21
26-06-17,70.53
27-06-17,69.21
28-06-17,69.8
29-06-17,68.49
30-06-17,68.93
03-07-17,68.17
05-07-17,69.08
06-07-17,68.57
07-07-17,69.46
10-07-17,69.98
11-07-17,69.99
12-07-17,71.15
13-07-17,71.77
14-07-17,72.78
17-07-17,73.35
18-07-17,73.3
19-07-17,73.86
20-07-17,74.22
21-07-17,73.79
24-07-17,73.6
25-07-17,74.19
26-07-17,74.05
27-07-17,73.16
28-07-17,73.04
31-07-17,72.7
01-08-17,72.58
02-08-17,72.26
03-08-17,72.15
04-08-17,72.68
07-08-17,72.4
08-08-17,72.79
09-08-17,72.47
10-08-17,71.41
11-08-17,72.5
14-08-17,73.59
15-08-17,73.22
16-08-17,73.65
17-08-17,72.4
18-08-17,72.49
21-08-17,72.15
22-08-17,73.16
23-08-17,72.72
24-08-17,72.69
25-08-17,72.82
28-08-17,72.83
29-08-17,73.05
30-08-17,74.01
31-08-17,74.77
01-09-17,73.94
05-09-17,73.61
06-09-17,73.4
07-09-17,74.34
08-09-17,73.98
11-09-17,74.76
12-09-17,74.68
13-09-17,75.21
14-09-17,74.77
15-09-17,75.31
18-09-17,75.16
19-09-17,75.44
20-09-17,74.94
21-09-17,74.21
22-09-17,74.41
25-09-17,73.26
26-09-17,73.26
27-09-17,73.85
28-09-17,73.87
29-09-17,74.49
02-10-17,74.61
03-10-17,74.26
04-10-17,74.69
05-10-17,75.97
06-10-17,76
09-10-17,76.29
10-10-17,76.29
11-10-17,76.42
12-10-17,77.12
13-10-17,77.49
16-10-17,77.65
17-10-17,77.59
18-10-17,77.61
19-10-17,77.91
20-10-17,78.81
23-10-17,78.83
24-10-17,78.86
25-10-17,78.63
26-10-17,78.76
27-10-17,83.81
30-10-17,83.89
31-10-17,83.18
01-11-17,83.18
02-11-17,84.05
03-11-17,84.14
06-11-17,84.47
07-11-17,84.27
08-11-17,84.56
09-11-17,84.09
10-11-17,83.87
13-11-17,83.93
14-11-17,84.05
15-11-17,82.98
16-11-17,83.2
17-11-17,82.4
20-11-17,82.53
21-11-17,83.72
22-11-17,83.11
24-11-17,83.26
27-11-17,83.87
28-11-17,84.88
29-11-17,83.34
30-11-17,84.17
01-12-17,84.26
04-12-17,81.08
05-12-17,81.59
06-12-17,82.78
07-12-17,82.49
08-12-17,84.16
11-12-17,85.23
